ID,inventorynumber,artist,originaltitle,date,medium,accessionyear,provenance,permalink,permalinkimage,copyright
638976.jpg,Z.A.B.1188,Christoph Murer (1558–1614),Jagd,undated,"Pen in black, grey wash, on laid paper",,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/638976,https://collection.kunsthaus.ch/multimedia/7/multimedia-1192257.extra-large.jpg,
640023.jpg,Z.A.B.3073,Adrienne-Jeanne-Marie 	 Comparet (1742–1820),Abanzit,undated,Watercolour on paper,vor 1840,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/640023,https://collection.kunsthaus.ch/multimedia/5/multimedia-1355215.extra-large.jpg,
649959.jpg,Z.A.B.2846.017v,Rudolf Koller (1828–1905),"Studie zu «Pferdeschwemme» und Figurenstudie. Aus: Skizzenbuch P 24, fol. 14v",before 1873,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/649959,https://collection.kunsthaus.ch/multimedia/1/multimedia-892281.extra-large.jpg,
649974.jpg,Z.A.B.2846.024v,Rudolf Koller (1828–1905),"Studie zu «Kühe am See». Aus: Skizzenbuch P 24, fol. 21v",before 1870,Graphite pencil with white chalk on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/649974,https://collection.kunsthaus.ch/multimedia/5/multimedia-892265.extra-large.jpg,
649992.jpg,Z.A.B.2846.031v-032r,Rudolf Koller (1828–1905),"Studie zu «Kühe im Bach watend», Kuhköpfe und Kuhherde mit Hirtin. Aus: Skizzenbuch P 24, fol. 29",c. 1869,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/649992,https://collection.kunsthaus.ch/multimedia/3/multimedia-892263.extra-large.jpg,
656958.jpg,Z.A.B.2848,Rudolf Koller (1828–1905),Skizzenbuch P 26,1849/1850,"Sketchbook with 53 sheets, brown half cloth binding with corners in cloth, covered with black-green-white domino paper, hollow spine, thread stitched on three frets, grey and white wove paper",1905,"Rudolf Koller (*1828 Zürich, +1905 Zürich) (Künstler/in) /// 1.5.1905 – 1905, Nachlass Rudolf Koller, Nachlass /// ab 1905, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/656958,https://collection.kunsthaus.ch/multimedia/4/multimedia-897444.extra-large.jpg,
656963.jpg,Z.A.B.2848.003r,Rudolf Koller (1828–1905),"Alpenlandschaft mit einer Hütte. Aus: Skizzenbuch P 26, fol. 1",1849/1850,Black and white chalk on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/656963,https://collection.kunsthaus.ch/multimedia/8/multimedia-897408.extra-large.jpg,
656971.jpg,Z.A.B.2848.007r,Rudolf Koller (1828–1905),"Brunnen vor einer Hütte. Aus: Skizzenbuch P 26, fol. 5",1849/1850,Black and white chalk on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/656971,https://collection.kunsthaus.ch/multimedia/7/multimedia-897437.extra-large.jpg,
657990.jpg,Z.A.B.2848.031r,Rudolf Koller (1828–1905),"Ziegenstudien. Aus: Skizzenbuch P 26, fol. 29",1849/1850,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/657990,https://collection.kunsthaus.ch/multimedia/6/multimedia-897446.extra-large.jpg,
659998.jpg,Z.A.B.2849,Rudolf Koller (1828–1905),Skizzenbuch P 27,c. 1844,"Sketchbook with 36 sheets, green full cloth binding with embossing, partially in gold, hollow spine, thread stitched on three frets, gilt edges, light blue, brown and white wove paper",1905,"Rudolf Koller (*1828 Zürich, +1905 Zürich) (Künstler/in) /// 1.5.1905 – 1905, Nachlass Rudolf Koller, Nachlass /// ab 1905, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/659998,https://collection.kunsthaus.ch/multimedia/7/multimedia-897497.extra-large.jpg,
660962.jpg,Z.A.B.2849.005r,Rudolf Koller (1828–1905),"Bewaldetes Ufer. Aus: Skizzenbuch P 27, fol. 3",c. 1844,Graphite pencil and white chalk on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/660962,https://collection.kunsthaus.ch/multimedia//multimedia-897500.extra-large.jpg,
665958.jpg,Z.A.B.2850,Rudolf Koller (1828–1905),Skizzenbuch P 28,c. 1860,"Sketchbook with 66 sheets, covered with brown domino paper, firm spine, thread stitched on three frets, on paper (vergé)",1905,"Rudolf Koller (*1828 Zürich, +1905 Zürich) (Künstler/in) /// 1.5.1905 – 1905, Nachlass Rudolf Koller, Nachlass /// ab 1905, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/665958,https://collection.kunsthaus.ch/multimedia/6/multimedia-897616.extra-large.jpg,
668961.jpg,Z.A.B.2850.011r,Rudolf Koller (1828–1905),"Studie zu «Kuh im Krautgarten». Aus: Skizzenbuch P 28, fol. 9",before 1857/1858,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/668961,https://collection.kunsthaus.ch/multimedia/2/multimedia-897692.extra-large.jpg,
669966.jpg,Z.A.B.2850.019r,Rudolf Koller (1828–1905),"Bewaldeter Felshang. Aus: Skizzenbuch P 28, fol. 17",c. 1860,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/669966,https://collection.kunsthaus.ch/multimedia/9/multimedia-897699.extra-large.jpg,
669992.jpg,Z.A.B.2850.033r,Rudolf Koller (1828–1905),"Zwei Wildschweine und Kühe vor Bäumen. Aus: Skizzenbuch P 28, fol. 31",c. 1860,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/669992,https://collection.kunsthaus.ch/multimedia/4/multimedia-897684.extra-large.jpg,
673973.jpg,Z.A.B.2851,Rudolf Koller (1828–1905),Skizzenbuch P 29,c. 1850,"Sketchbook with 29 sheets, green half cloth binding with corners in cloth and embossing, covered with brown paper, hollow spine, thread stitched on three frets, book edges speckled in green, brown and white wove paper",1905,"Rudolf Koller (*1828 Zürich, +1905 Zürich) (Künstler/in) /// 1.5.1905 – 1905, Nachlass Rudolf Koller, Nachlass /// ab 1905, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/673973,https://collection.kunsthaus.ch/multimedia/7/multimedia-897537.extra-large.jpg,
674022.jpg,Z.A.B.2851.013r,Rudolf Koller (1828–1905),"Hütte mit Wasserrad im Gebirge. Aus: Skizzenbuch P 29, fol. 11",c. 1850,"Graphite pencil, heightened white with brush, with black brush on paper",1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/674022,https://collection.kunsthaus.ch/multimedia/9/multimedia-897579.extra-large.jpg,
674024.jpg,Z.A.B.2851.014r,Rudolf Koller (1828–1905),"Tannen im Gebirge. Aus: Skizzenbuch P 29, fol. 12",c. 1850,"Graphite pencil, heightened white with brush, with black and brown brush on paper",1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/674024,https://collection.kunsthaus.ch/multimedia/7/multimedia-897577.extra-large.jpg,
675004.jpg,Z.A.B.2851.030v,Rudolf Koller (1828–1905),"Studie zu «Idylle am Hasliberg» und kämpfende Kühe. Aus: Skizzenbuch P 29, fol. 28v",before 1864,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/675004,https://collection.kunsthaus.ch/multimedia/4/multimedia-897544.extra-large.jpg,
711982.jpg,Z.A.B.2847.009r,Rudolf Koller (1828–1905),"Bäume. Aus: Skizzenbuch P 25, fol. 8",c. 1865/c. 1895,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/711982,https://collection.kunsthaus.ch/multimedia/9/multimedia-892449.extra-large.jpg,
712963.jpg,Z.A.B.2847.015r,Rudolf Koller (1828–1905),"Waldinneres. Aus: Skizzenbuch P 25, fol. 14",c. 1865/c. 1895,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/712963,https://collection.kunsthaus.ch/multimedia/9/multimedia-892479.extra-large.jpg,
713013.jpg,Z.A.B.2847.039v,Rudolf Koller (1828–1905),"Grasende Kuh. Aus: Skizzenbuch P 25, fol. 38v",c. 1865/c. 1895,Graphite pencil on paper,1905,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/713013,https://collection.kunsthaus.ch/multimedia/5/multimedia-892575.extra-large.jpg,
844074.jpg,Z.A.B.1770,attributed to Maria Sibylla Merian (1647–1717),Zwei Tulpen,undated,"Watercolour and body colour, white heightened, on laid paper",vor 1865,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/844074,https://collection.kunsthaus.ch/multimedia/7/multimedia-1355217.extra-large.jpg,
944960.jpg,Z.A.B.1145,Christoph Murer (1558–1614),Schützenfest,undated,"Pen in black, grey wash, on laid paper",,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/944960,https://collection.kunsthaus.ch/multimedia/9/multimedia-1123249.extra-large.jpg,
944961.jpg,Z.A.B.1146,Christoph Murer (1558–1614),Volksfest,undated,"Pen in black, grey wash, on laid paper",,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/944961,https://collection.kunsthaus.ch/multimedia/4/multimedia-1123214.extra-large.jpg,
971960.jpg,Z.A.B.1189,Christoph Murer (1558–1614),Schlittenfahrt,undated,"Pen in black, grey wash, on laid paper",,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/971960,https://collection.kunsthaus.ch/multimedia/9/multimedia-1194219.extra-large.jpg,
977964.jpg,Z.A.B.3074,Adrienne-Jeanne-Marie 	 Comparet (1742–1820),Barlemagni,undated,Watercolour over graphite pencil on paper,vor 1840,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/977964,https://collection.kunsthaus.ch/multimedia/8/multimedia-1355218.extra-large.jpg,
980958.jpg,Z.A.B.3076,Dorothea Schulthess (1776–1853),"Iris. Aus: «Malerbuch M 9», fol. 46",before 1820,Watercolour over graphite pencil and pen in black on paper,1817–1820,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/980958,https://collection.kunsthaus.ch/multimedia//multimedia-1355210.extra-large.jpg,
1097964.jpg,Z.A.B.3092,Marie Ellenrieder (1791–1863),"Mann im Profil. Aus: «Studienband IV», fol. 9",c. 1822–1825,Pen in black over graphite pencil on paper,1868,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1097964,https://collection.kunsthaus.ch/multimedia/2/multimedia-1355212.extra-large.jpg,
1132960.jpg,Z.A.B.3093.01,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 1. De: « Malerbuch M 16 », fol. 23v",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132960,https://collection.kunsthaus.ch/multimedia/5/multimedia-1349225.extra-large.jpg,
1132961.jpg,Z.A.B.3093.02,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 2. De: « Malerbuch M 16 », fol. 23v",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132961,https://collection.kunsthaus.ch/multimedia/2/multimedia-1349222.extra-large.jpg,
1132962.jpg,Z.A.B.3093.03,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 3. De: « Malerbuch M 16 », fol. 23v",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132962,https://collection.kunsthaus.ch/multimedia/9/multimedia-1349209.extra-large.jpg,
1132963.jpg,Z.A.B.3093.04,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 4. De: « Malerbuch M 16 », fol. 23v",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132963,https://collection.kunsthaus.ch/multimedia/9/multimedia-1349219.extra-large.jpg,
1132964.jpg,Z.A.B.3093.05,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 5. De: « Malerbuch M 16 », fol. 24",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132964,https://collection.kunsthaus.ch/multimedia/5/multimedia-1349205.extra-large.jpg,
1132965.jpg,Z.A.B.3093.06,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 6. De: « Malerbuch M 16 », fol. 24",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132965,https://collection.kunsthaus.ch/multimedia//multimedia-1349220.extra-large.jpg,
1132966.jpg,Z.A.B.3093.07,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 7. De: « Malerbuch M 16 », fol. 24",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132966,https://collection.kunsthaus.ch/multimedia/5/multimedia-1349215.extra-large.jpg,
1132967.jpg,Z.A.B.3093.08,Rodolphe Töpffer (1799–1846),"Le déjeuner de Monsieur Crépin, feuille 8. De: « Malerbuch M 16 », fol. 24",before 1847,Pen in black on paper,1847–1850,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/1132967,https://collection.kunsthaus.ch/multimedia/2/multimedia-1349212.extra-large.jpg,
8194.jpg,Z.A.B.0937,Jean-Baptiste Oudry (1686–1755),Ein Wasserbecken mit Springbrunnen im Schlosspark von Arcueil,1744–1747,"Black chalk, heightened with white chalk, wiped, on blue paper, mounted",vor 1869,"Jean-Baptiste Oudry (*1686 Paris, +1755 Beauvais) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1869, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/8194,https://collection.kunsthaus.ch/multimedia//multimedia-474470.extra-large.jpg,
8473.jpg,Z.A.B.0899,Carl Wilhelm Kolbe (1757–1835),"Fantastischer, toter Weidenstamm",1807–1808,Black chalk on paper,1808,"Carl Wilhelm Kolbe (*1757 Berlin, +1835 Dessau) (Künstler/-in) /// ab 1808, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Geschenk des Künstlers an die Künstlergesellschaft während seines Aufenthaltes in Zürich",https://collection.kunsthaus.ch/de/collection/item/8473,https://collection.kunsthaus.ch/multimedia/8/multimedia-474468.extra-large.jpg,
12574.jpg,Z.A.B.0889,Joseph Anton Koch (1768–1839),Ossianische Landschaft,c. 1797,"Grey pen, brown and grey wash over graphite pencil on light grey paper, mounted, framing lines with pen in black",vor 1869,"Joseph Anton Koch (*1768 Obergiblen (Tirol), +1839 Rom) (Künstler/-in) /// [Verbleib unbekannt?] /// vor 1869, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, unbekannt",https://collection.kunsthaus.ch/de/collection/item/12574,https://collection.kunsthaus.ch/multimedia/8/multimedia-474458.extra-large.jpg,
13182.jpg,Z.1978/0013,Richard Tuttle (*1941),Spiraled Form,1971,Graphite pencil and gouache on paper,1978,"Richard Tuttle (*1941 Rahway, NJ) (Künstler:in) /// Annemarie Verna Galerie (Galerie), Zürich /// 11.6.1977 – 11.9.1977, Kunsthalle (Museum), Basel, Ausstellung Richard Tuttle New York, 100 Zeichnungen und Aquarelle 1969-1976 /// ab 1978, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/13182,https://collection.kunsthaus.ch/multimedia/4/multimedia-482214.extra-large.jpg,"© Richard Tuttle, courtesy Pace Gallery"
13310.jpg,Z.2005/0094,Mélanie Gugelmann (*1970),Void,2004,Acrylic and oil paint on paper,17.01.2006,"Mélanie Gugelmann (*1970 Bern) (Künstler/-in) /// Serge Ziegler Galerie, Zürich /// ab 17.1.2006, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/13310,https://collection.kunsthaus.ch/multimedia/5/multimedia-474495.extra-large.jpg,© Mélanie Gugelmann
14707.jpg,Z.A.B.0292,Salomon Gessner (1730–1788),"Quelle am Berghang. aus: Studienband II., Blatt 192",c. 1780,Graphite pencil on paper,1818,"Salomon Gessner (*1730 Zürich, +1788 Zürich) (Künstler/-in) /// o.D. – 1814, Nachlass Salomon Gessner, Erbe /// ab 1814, Stadt Zürich (Sammlung), Zürich, Kauf /// ab 1818, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Leihgabe",https://collection.kunsthaus.ch/de/collection/item/14707,https://collection.kunsthaus.ch/multimedia/7/multimedia-323287.extra-large.jpg,
15512.jpg,Z.A.B.1016,Johann Rudolf Schellenberg (1740–1806),Wiesenstück,c. 1795–1796,"Black pen, watercoloured over graphite pencil on paper, framing lines with black pen",vor 1915,"Johann Rudolf Schellenberg (*1740 Basel, +1806 Töss bei Winterthur) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1915, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, unbekannt",https://collection.kunsthaus.ch/de/collection/item/15512,https://collection.kunsthaus.ch/multimedia/6/multimedia-323266.extra-large.jpg,
16353.jpg,Z.A.B.0956,"Giuseppe Cesari, genannt Il Cavaliere d'Arpino (1568–1640)",Paar mit Säugling und Knaben. Möglicherweise Studie zum Fresko «Wiederauffindung der Wölfin» im Konservatorenpalast in Rom,c. 1596,"Red chalk on paper, mounted",vor 1915,"Giuseppe Cesari (genannt Il Cavaliere d'Arpino) (*1568 Arpino, +1640 Rom) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1906, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/16353,https://collection.kunsthaus.ch/multimedia/2/multimedia-313212.extra-large.jpg,
16541.jpg,Z.A.B.0939,Marie Ellenrieder (1791–1863),Studie zum Kinderbildnis Thekla Maria Auguste Gräfin von Thurn-Valsassina (1813–1893),c. 1818,"Chalk in black and pastel chalk, heightened with white, graphite pencil in parts, on brownish paper; verso: chalk in black and partially chalk in red",vor 1869,"Marie Ellenrieder (*1791 Konstanz, +1863 Konstanz) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1869, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/16541,https://collection.kunsthaus.ch/multimedia/4/multimedia-474464.extra-large.jpg,
16657.jpg,Z.A.B.0940,"Raffaello Sanzio, genannt Raffael (1483–1520)",Figurenstudie zu einem frühen Entwurf des Freskos «Die Vertreibung des Heliodor» von 1511 in den Stanzen,c. 1511,"Black chalk over metal pencil sketch on brownish-grey paper, mounted on light grey paper, framing lines with pen in brown and pink watercolour frame",vor 1869,"Raffaello Sanzio (genannt Raffael) (*1483 Urbino, +1520 Rom) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1865, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/16657,https://collection.kunsthaus.ch/multimedia/1/multimedia-417411.extra-large.jpg,
16877.jpg,Z.A.B.0948,Jacopo Palma il Vecchio (c. 1480–1528),Lukrezia,c. 1526–1528,"Black chalk, heightened with white, on paper, mounted on light grey paper, framinglines with pen in black and pink watercoloured frame",vor 1869,"Jacopo Palma il Vecchio (*1480 Serina beim Bergamo, +1528 Venedig) (Künstler/-in) /// Verbleib unbekannt /// Prosper Henricus Lankrink (*1628, +1692) (Sammler/-in) /// Verbleib unbekannt /// spätestens ab 1865, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/16877,https://collection.kunsthaus.ch/multimedia//multimedia-417390.extra-large.jpg,
16898.jpg,Z.A.B.0888,Johann Georg von Dillis (1759–1841),Partie an der Isar,1790/1800,Watercolour and pen in grey over graphite pencil on paper; verso: brush in brown,vor 1915,"Johann Georg von Dillis (*1759 Gmain bei Schwindkirchen, +1841 München) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1915, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, unbekannt",https://collection.kunsthaus.ch/de/collection/item/16898,https://collection.kunsthaus.ch/multimedia/7/multimedia-481247.extra-large.jpg,
16975.jpg,Z.A.B.0096,Jan Hackaert (before 1628–after 1685),Die Viamala mit oberer Halbgalerie gegen Norden. Blatt 96 des Albums «O 13»,7/1655/8/1655,"Grey pen, partially brown, grey and purple-grey wash over graphite pencil on paper",1844,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/16975,https://collection.kunsthaus.ch/multimedia/2/multimedia-474482.extra-large.jpg,
17063.jpg,Z.A.B.0897,Gaspard Dughet (1615–1675),Berglandschaft in der Campagna mit Kastell und Figurenstaffage,c. 1660,Black chalk on formerly blue paper,vor 1869,"Gaspard Dughet (*1615 Rom, +1675 Rom) (Künstler/-in) /// Verbleib unbekannt /// spätestens ab 1865, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich",https://collection.kunsthaus.ch/de/collection/item/17063,https://collection.kunsthaus.ch/multimedia/9/multimedia-313219.extra-large.jpg,
17112.jpg,Z.A.B.0969,Hendrik Kobell (1751–1779),Drei Boote,1770s,"Brown pen, grey wash on paper",vor 1915,"Hendrik Kobell (*1751 Rotterdam, +1779 Rotterdam) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1915, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, unbekannt",https://collection.kunsthaus.ch/de/collection/item/17112,https://collection.kunsthaus.ch/multimedia/5/multimedia-474465.extra-large.jpg,
17272.jpg,Z.2015/0010,Sabian Baumann (*1962),4arm,2011,Graphite pencil on wove paper,2015,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/17272,https://collection.kunsthaus.ch/multimedia/2/multimedia-1181222.extra-large.jpg,© Sabian Baumann
17391.jpg,Z.2015/0009,Sabian Baumann (*1962),4bein,2011,Graphite pencil on wove paper,2015,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/17391,https://collection.kunsthaus.ch/multimedia/7/multimedia-1134217.extra-large.jpg,© Sabian Baumann
18129.jpg,Z.2015/0004,Sabian Baumann (*1962),Gezeichnet. Aus der Serie «Interpretationen»,2015,Graphite pencil on paper,2015,NO PUBLIC PROVENANCE,https://collection.kunsthaus.ch/de/collection/item/18129,https://collection.kunsthaus.ch/multimedia/9/multimedia-1423219.extra-large.jpg,© Sabian Baumann
229951.jpg,Z.1975/0016,Wilfrid Moser (1914–1997),Crazy Horse Spring,1974,Pen in China ink on paper,1975,"bis 1975, Wilfrid Moser (*1914 Zürich, +1997 Zürich) (Künstler/-in) /// ab 1975, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/229951,https://collection.kunsthaus.ch/multimedia/6/multimedia-499276.extra-large.jpg,"© Stiftung Wilfrid Moser, Zürich"
8245.jpg,Z.1940/0167,Johann Heinrich Füssli (1741–1825),Freie Kopie des Sterbenden Giganten vom sogenannten Kleineren Attaler-Weihgeschenk,1770–1778,Brown pen over graphite pencil on paper; verso: graphite pencil,1940,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1940, Paul Hürlimann (*1878 Fluntern, +1944 Zürich) (Sammler/-in) /// ab 1940, Zürcher Kunstgesellschaft | Kunsthaus Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/8245,https://collection.kunsthaus.ch/multimedia/8/multimedia-417428.extra-large.jpg,
9636.jpg,Z.1940/0107,Johann Heinrich Füssli (1741–1825),"Frontalfigur einer leichtbekleideten Frau mit gescheiteltem Haar, langen Ohrgehängen und entblösster Brust",c. 1816–1820,Graphite pencil and black chalk on paper,1940,"Johann Heinrich Füssli (*1741 Zürich, +1825 Putney Hill/London) (Künstler/-in) /// Nachlass Johann Heinrich Füssli, Nachlass /// Thomas Lawrence (*1769 Bristol, +1830 London) /// Susan North, Countess of Guilford (*1771, +1837) (Sammler/in) /// Baroness Susan North (*1797, +1884) (Sammler/-in) /// wohl, 7.1885, Sotheby's (Auktion), London /// Verbleib unbekannt /// o.D. – 1940, Paul Hürlimann (*1878 Fluntern, +1944 Zürich) (Sammler/-in) /// ab 1940, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/9636,https://collection.kunsthaus.ch/multimedia/3/multimedia-417403.extra-large.jpg,
9939.jpg,Z.1953/0002,Ernst Ludwig Kirchner (1880–1938),Elbschiffe,1908,Charcoal on paper,1953,"Ernst Ludwig Kirchner (*1880 Aschaffenburg, +1938 Davos) (Künstler/-in) /// [Verbleib unbekannt?] /// spätestens ab 1938 – 1953, Elsa Bosshart-Forrer (*1879, +1953) /// ab 1953, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Vermächtnis",https://collection.kunsthaus.ch/de/collection/item/9939,https://collection.kunsthaus.ch/multimedia/1/multimedia-313441.extra-large.jpg,
13806.jpg,Z.1938/0746,Johann Heinrich Füssli (1741–1825),Frauenkopf von links mit in den Haarknoten verflochtener Halskette,c. 1808,Graphite pencil and chalk on paper,1938,"Johann Heinrich Füssli (*1745 Zürich, +1832 Zürich) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 1938, Paul Ganz (*1872 Zürich, +1954 Oberhofen am Thunersee) (Sammler/-in), Ganz Nr. 722 /// ab 1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich, Geschenk",https://collection.kunsthaus.ch/de/collection/item/13806,https://collection.kunsthaus.ch/multimedia/9/multimedia-417479.extra-large.jpg,
15956.jpg,Z.1938/0988,Jost Amman (1539–1591),Herkules im Kampf mit dem nemeischen Löwen,undated,Black pen on paper,1938,"Jost Amman (*1539 Zürich, +1591 Nürnberg) (Künstler/-in) /// Verbleib unbekannt /// o.D. – 7.7.1938, Paul Ganz (*1872 Zürich, +1954 Oberhofen am Thunersee) (Sammler/-in), Ganz Nr. 973 /// ab 7.7.1938, Zürcher Kunstgesellschaft | Kunsthaus Zürich (Museum), Zürich, Kauf",https://collection.kunsthaus.ch/de/collection/item/15956,https://collection.kunsthaus.ch/multimedia//multimedia-323270.extra-large.jpg,
16192.jpg,Z.1938/0043.b,Tobias Stimmer (1539–1584),Bannerträger von Schwyz (?),c. 1569,"Pen in black, heightened with white on red grounded paper (recto and verso)",1938,Vgl. verwandte Objekte,https://collection.kunsthaus.ch/de/collection/item/16192,https://collection.kunsthaus.ch/multimedia/2/multimedia-481232.extra-large.jpg,
